scorer,,,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David
labeled-data,E1_front,img03625.png,,,,,,,,,,,,,796.8546117066102,380.6600155169815,756.1891938,232.2172461694716,689.6060173149522,344.45745799194793,503.4902665265464,109.55049947741612,,,251.3891563859232,476.32202186877794,688.9521017865786,435.092243634656,671.0853098761112,397.0485501421204,593.0187231795162,381.6109895701008,,,605.9367085944951,407.0355827,749.5290920302376,400.7828270191935,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img04123.png,,,700.6544975670796,365.7580232264768,,,727.9773469081622,287.75073598701493,656.5910481516668,292.18717263289886,,,,,702.5686643,244.9996192175883,,,530.8615125491071,430.6824120151524,514.8488036939366,110.99402734481122,253.49855631643985,477.5504659054168,689.8194036,436.5385110066857,675.0817989903863,404.50024019323007,595.798819,386.1602372469693,,,606.4421805585918,415.3758700760322,751.0455079225272,406.34301862425497,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img04480.png,,,,,,,,,830.2700742211247,0.5964342262078333,914.9032309,52.21665745056218,,,794.4589884416147,146.58423059563853,746.6518231,280.6792800512514,530.8517914717355,431.1979769596856,515.4781500305871,110.86148418426328,253.60744368071468,475.4965027802396,689.7968340504642,435.8301711339028,671.6181414109371,404.1141541883451,595.5460829999987,385.4020293008244,,,605.6839726124468,414.1121901657909,750.5400359584305,407.1012265703996,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img07092.png,,,,,,,,,666.2685056662167,285.42556433099355,,,667.9490507118812,387.7963430717,592.8248200540662,242.16313719328144,555.7052922459231,381.9295225,510.8714667001345,111.6074121112867,,,254.85317356537536,475.9372266194764,689.4309563808378,438.4708848187471,680.7777821601319,403.8581879359237,,,733.6833050738154,380.0201726159211,605.9367085944951,413.6067182016944,750.5400359584306,407.3539625524478,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img07446.png,572.3441316885184,428.0212997911342,,,531.5062233613783,394.1227436911894,540.6556054526818,348.9568580937994,480.7297786106543,348.9568580937994,523.6650445820193,444.98338513960607,448.67932408335656,479.49564143606176,421.0539155533411,296.45419860437056,,,520.7527801,112.73719551374025,,,254.83669224599603,474.2113016113729,690.4500654304474,434.7400868047425,675.7039195583254,403.3653083534192,595.2933470179505,385.90750126492105,731.4086812353812,379.0092286877283,605.1785006483505,412.5957742735016,750.5400359584306,406.0902826422067,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img07587.png,798.8550022,424.5307915749388,,,785.8389667184052,384.0872790082866,828.3575740490091,333.1616073,775.4205082282205,323.4904125754525,,,,,720.2329620980126,268.9172879178216,595.3209124045993,339.14433889752866,521.3899901513973,111.41701778089424,,,254.6033706505777,474.83301134441206,687.4560848004392,438.59072733754425,671.6721888333857,400.82211913066647,593.2714591615645,380.34730965985966,729.3867933789952,373.4490370826669,603.1566127919644,407.03558266844016,748.5181481020446,400.5300910371453,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img07686.png,730.8370836049842,442.6413484627613,766.1888313496285,421.2591616921949,727.1587338549568,402.5925933,806.1133968691167,355.9967756444536,735.1385872200775,332.9530062778824,,,,,759.1636295976148,243.8306094014401,,,521.1066771175949,112.4322300766971,,,251.4862542,475.5763585511512,686.9431661917354,437.0822828929536,660.8268942429547,398.0615000988931,595.0406110359023,380.6000456419078,,,604.9257646663023,407.2883186504883,,,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img07745.png,,,627.8867045025095,427.9290482107644,,,637.2046302495769,355.9597195830372,606.7868547,332.60869995824504,670.5116873769352,418.5493272665051,,,731.3285038990994,262.1632276380831,,,521.3480666026913,112.50337687072836,,,264.7260331497933,476.5575856480205,699.7741214096551,434.4446459423333,,,594.0296671077092,379.58910171371485,,,603.9148207381091,406.27737472229535,,,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img07912.png,150.7796937146741,483.303458031974,172.1744138469902,438.3323726628876,,,196.17726957170447,384.4538976981175,161.7629781962137,390.7997953985626,221.8756291726305,502.2138700623529,,,247.2693062204893,333.2907140483359,411.7761705740092,374.6934483654969,520.6125678408957,112.78942853135828,,,171.39226679360044,482.05545750829975,686.0016965828383,434.5887217055356,669.7537834335322,399.0840226014964,593.5241951436128,380.8527816239561,729.6395293610435,373.95450904676335,603.4093487740128,407.5410546325366,748.7708840840929,401.03556300124177,310.4608343521486,545.7640887,,,844.6838953,520.9089532691853
labeled-data,E1_front,img09517.png,399.5453667608788,310.09160348520743,425.5736784,282.80140749576094,,,447.5587801925087,252.6845074534721,370.9481952884576,263.29212690172534,463.09649393090376,371.8850736242616,390.0217821762703,357.44692493080584,416.24617470111855,229.2715232644124,,,521.6638001231726,112.24712117152453,,,170.49294230294657,480.146571508481,686.8500348436985,435.07010552157664,674.6094583838891,397.2355964639837,593.5241951436127,380.34730965985966,729.6395293610434,373.4490370826669,603.4093487740126,407.03558266844016,748.7708840840928,400.5300910371453,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img11219.png,292.61896287554634,421.0331152896512,302.56690497591967,387.96810538857846,,,327.5214002279944,352.2045325386696,,,,,,,374.72730485888087,300.43395221566016,547.5750991850316,334.7291495025948,520.3415136961164,112.84652827324304,,,170.48753661377566,481.57866793100544,688.7597748973732,435.4304554530399,673.7323140123477,403.6075971082801,595.2933470179505,387.1711811751623,731.4086812353812,380.2729085979695,605.1785006483505,413.85945418374274,750.5400359584306,407.3539625524479,310.4608343521486,545.7640887,,,844.6838953,520.9089532691853
labeled-data,E1_front,img11886.png,469.83563566073474,384.9133291239364,,,,,455.5886377263919,297.2778573397394,404.0089024209246,312.21819446270234,421.1687793,392.8937539292185,382.4084229750336,398.2387203547931,397.8437828908684,265.2348896426405,,,518.8608614490324,112.64286518163452,,,171.16992783251558,480.5193857434308,689.7392674890489,436.3792637573732,672.3088741789254,404.71997794918985,595.2933470179505,385.90750126492105,731.4086812353812,379.0092286877283,605.1785006483505,412.5957742735016,750.5400359584306,406.0902826422067,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img12137.png,837.4374413406362,304.7275262297832,,,791.3440724,285.9078361480212,766.5146996501059,245.97634416931083,740.5331012090204,250.42364480337048,777.2227036674532,386.86071914888896,753.6577772662946,389.0169869241584,670.3477856069497,237.79132225725,558.0948621494965,342.9580102,521.0362644,112.66529586636244,,,171.29993536518003,482.8734495763021,689.9050510105712,438.1418056962831,678.3719829317645,405.5907148191425,,,,,605.1785006483505,412.5957742735016,750.5400359584306,406.0902826422067,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img12686.png,454.4377575001779,381.4568821141031,,,,,456.4015736185716,291.3153370005647,395.9298467350271,313.6390118781348,467.5277486003944,382.12502862693646,448.5619761758279,389.37664749515307,410.8602756227691,254.8658353,,,521.5483102931163,112.29829993922507,,,157.40737828066915,485.9230540940205,689.2034206563776,437.2971327743852,673.0526973011083,404.7616176094224,595.2933470179505,385.90750126492105,731.4086812353812,379.0092286877283,605.1785006483505,412.5957742735016,750.5400359584306,406.0902826422067,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img12806.png,329.77485623345217,415.30657838614286,362.97250458568953,378.23666769489046,324.21828783545783,374.6211199184784,396.74588086616257,322.90351908278296,321.58008950624287,328.5550823429273,372.02396525712777,481.7810733109178,364.3943548559329,452.39294435816726,396.44160832911217,296.6754502126976,,,521.0180899402957,113.4830506310766,,,155.8977223829009,482.4999830720965,689.3303771,436.34921928767903,673.8836440529691,403.829781273397,595.2933470179505,385.90750126492105,731.4086812353812,379.0092286877283,605.1785006483505,412.5957742735016,750.5400359584306,406.0902826422067,310.4608343521486,545.7640887,,,844.6838953,520.9089532691853
labeled-data,E1_front,img12927.png,,,,,,,,,,,,,,,516.9202528998151,300.2405615719143,450.613787733436,432.8534919046726,521.3145684,113.4151675083241,,,153.82942520952383,479.8456399497488,688.9931215855062,437.10502562316,675.4433557,405.9405641928065,595.2933470179505,385.90750126492105,731.4086812353812,379.0092286877283,605.1785006483505,412.5957742735016,750.5400359584306,406.0902826422067,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img13017.png,,,,,,,,,639.6003683654903,286.98301303664016,,,615.4253361868696,401.7550395402226,562.1862549558454,265.22815370999115,494.00375411793857,394.9656839092654,520.6469405334383,112.03059117665984,,,153.3890299719552,481.7686551010813,690.1365300397724,437.4671199072364,672.0964007582047,404.0594730895182,,,731.4086812353812,379.0092286877283,605.1785006483505,412.5957742735016,750.5400359584306,406.0902826422067,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img13094.png,,,,,660.7451785479274,372.3241476182351,,,649.2825068120463,299.1232719624616,,,626.6566555748717,381.8856172,546.9837174344123,265.92075192141874,516.3372905568281,384.8288882064452,520.2100079581223,111.91786461103604,153.25788329877545,482.3139384356704,691.1329326287535,438.0016887,676.2281902055408,405.2112553242133,,,,,732.1668891815259,380.2729085979696,610.2332202893155,415.62860605808055,754.5838116712026,406.3430186,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img13162.png,,,,,,,,,,,,,,,622.2611451858018,238.651932020718,610.6155029723199,370.43156759432975,521.7408650273259,112.38865328507126,,,153.14705793796412,480.4023843657753,690.1430727975593,436.1346743556485,677.3759894425422,403.5992038702823,,,732.6723611456224,380.5256445800179,610.7386922534118,414.8703981119359,755.3420196173473,406.8484905883515,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img13520.png,696.3817454222336,407.28880418372967,733.2511534001713,377.114819,695.6922897569176,360.81561211256815,775.8919448,307.0658637305752,689.3661395905128,289.0257344490073,739.2515496070775,411.07342389722265,,,742.7284142052899,248.6560185845654,,,516.8112614782244,112.39480487195098,,,127.40823553041338,481.1996482175903,676.9060988227769,424.02082863867616,,,592.0077792513233,386.91844519311405,,,608.2113324329295,414.8703981119357,751.5509798866236,407.60669853449616,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img13789.png,,,,,721.1076449181128,430.3780625250271,790.2350566315981,352.2254328615046,730.0031075023014,349.3419884882935,,,686.1106764878671,406.3701105362446,712.7024412630353,247.78067000963904,,,518.6239603,112.32425589175224,,,114.37983242763556,485.95458462012806,672.1239119947049,432.8521859368937,,,593.0187231795162,386.91844519311405,,,605.9367085944951,414.1121901657911,,,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img13804.png,,,,,711.9555853531151,419.32542244339504,801.5819311749577,362.9363915315406,729.4958218446825,337.3057748807761,,,679.8365020838262,387.2854773497669,728.0080486355857,243.8182108792544,,,516.6196198843464,111.5852959056454,,,111.91202196823606,483.491334559932,652.0550679918938,431.3229330757975,,,593.0187231795162,386.91844519311405,,,605.9367085944951,414.1121901657911,,,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img13879.png,610.2437520981864,388.2996237,641.7204668128525,346.1159861916742,,,690.2890210000188,280.70630768889504,629.2155203768675,269.0113820376533,694.4472168,412.7290239295795,638.0516864244723,397.1357897279239,709.807378,238.9876207178965,,,517.5952657268734,112.60962639342974,,,105.81264269061572,480.7725435217608,655.3692218,430.5840770867969,676.6675213150963,401.2417970899229,593.0187231795162,386.91844519311405,,,605.9367085944951,414.1121901657911,,,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img14646.png,,,529.2814890947885,410.9051440370191,,,544.9174264637866,343.5075386,,,575.7975490767828,417.95218974044514,,,627.7702646568723,262.51085690458115,759.8477161769163,365.02584635154665,521.6995160921825,175.75282852449095,503.02373848886464,193.92604296515668,106.08228453855392,484.8991473230337,687.7554059628955,439.379758940768,688.2751804,402.9955458035714,,,,,609.7277483,412.8485102555498,755.0892836352991,406.34301862425497,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img14769.png,543.9758695398668,127.85477706153898,586.6397244096297,138.6429716950064,,,638.3823743312762,147.5407077683662,,,550.9178950105422,239.81092771111847,,,701.4362490349686,198.65415467069084,737.1528199540726,383.5764765085368,527.4231613065131,128.54912833058606,,,104.86034228356428,483.6112057990413,693.8690847977202,437.2019402143811,682.6556900130107,404.5229039846564,597.0624988922882,387.6766531392588,,,609.9804843072671,414.1121901657911,755.3420196173473,407.6066985344963,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img15100.png,486.5920199179533,365.1073542,454.4051886563655,327.3887998649417,433.4001530744338,356.45237111038176,417.0790498480869,277.0312614499746,359.01992143746,334.3004697461713,462.5735620397661,390.0263763952521,420.1989378828901,431.2133158253713,361.9492776804288,282.16453730235656,,,528.2467227,446.9475102572705,508.7873146809356,112.32075302353589,105.3632551650164,482.80302469165616,688.2566662585009,437.1668256652181,676.0404202998574,403.0631390306716,596.5570269281918,387.42391715721055,734.6942490020085,380.5256445800178,609.4750123431708,414.1121901657911,754.8365476532509,407.6066985344962,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img15655.png,771.4805253,341.9582979222261,,,758.0943470174735,310.8951150945914,678.6934574923171,243.9608436659512,724.9060876198726,249.57293785998428,,,775.4287743,352.6866981563585,637.6625788852239,249.9861612500588,561.9153446262944,407.7349885599391,532.7283369301933,448.0408563307456,504.5987516835776,112.07664219306656,74.13671831467661,492.8051012,794.3112462449667,366.98399559895904,686.7694826,403.1342846341611,,,,,,,,,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img15778.png,672.8186186856153,448.5321609,706.6232842820058,404.57735924705065,666.2117707960626,395.4307203922076,757.8015765240723,336.9336613472394,659.7443174796989,323.8593601413229,760.6032124967687,435.9247990491783,,,725.7046715,275.24775379702737,,,528.5311349996012,447.9702832284711,510.00816246201583,112.57540591556852,72.93613171688597,492.38629230632193,628.5364879014834,490.3403225638948,,,593.0187231795163,379.8418376957631,,,607.4531244867848,412.0903023094051,,,310.4608343521486,545.7640887,318.4733624014456,403.3538697329029,844.6838953,520.9089532691853
labeled-data,E1_front,img16129.png,551.9097907128364,290.4550672,,,502.4010965717235,280.7157081,,,445.9084516266089,262.49529371259456,504.1841029814361,350.3345366528746,526.9217619934567,379.489632227898,366.0015801575644,291.4997644590576,297.4623627836788,448.6981098860536,544.8569994458701,274.9659212187844,510.0783721267203,135.1769361342083,65.98362637,491.0249815,112.62094732439586,466.48885341575294,671.9795118791287,399.8925102503374,591.2495713051787,380.6000456419079,729.3867933789954,373.7017730647152,604.1675567201577,407.2883186504884,747.7599401559002,401.0355630012418,310.4608343521486,545.7640887,,,844.6838953,520.9089532691853
labeled-data,E1_front,img16371.png,,,,,,,379.42716543536886,287.4756428959517,446.9034113700909,291.8954843,,,,,402.9423943225471,287.1953691859541,345.63835521059707,396.3974059841984,520.3246683074201,113.55638646583374,,,65.66482331121581,492.4074531726813,105.3629461709175,465.78409510234775,669.183056,399.0786192324575,593.0187231795163,381.86372555214905,729.8922653430918,375.4709249390528,603.4093487740128,408.8047345427778,747.7599402,402.29924291148296,310.4608343521486,545.7640887,,,844.6838953,520.9089532691853
