scorer,,,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David
labeled-data,E2_side,img05509.png,265.4328171241894,478.5784316971425,,,252.87332835480788,449.1619415661643,,,225.6512182139432,402.3303671191704,,,225.40310600648763,554.1349052021153,141.60945202723332,380.9854462915865,53.89428603,548.1279834719857,790.1825722520366,379.1172405167463,492.2788865331792,94.15772360373518,729.0553455503549,456.3693305526289,743.1491823966153,359.1218563134317,642.3782489,363.3500073673099,,,,,696.9672247191286,364.4433500744184,705.7828148,344.96704640824294,880.2519763712604,479.83012460275546,,,875.1207963379793,396.1835636271211
labeled-data,E2_side,img05898.png,,,,,,,605.4527096095073,277.8166364168646,676.5462987468588,268.3001717291876,,,,,654.1546171287953,278.9362223662753,659.7525375333112,444.0748742994932,487.16508005743685,91.60296885303303,220.2678354003524,385.9001463213266,729.0553455503549,456.3693305526289,743.1491823966153,359.1218563134317,,,,,,,,,702.9126226803822,345.99211502225216,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img07240.png,,,,,,,,,520.4987351556994,277.26931515658714,,,,,431.9510509694469,256.38114350239425,318.8824696239245,392.154259254648,787.3638048827845,363.6140199858598,481.0038170561708,94.86241545,729.0553455503549,456.3693305526289,743.1491823966153,355.5983971018666,636.7407142073488,362.6453155249969,,,,,,,703.9376912943914,345.3770738538466,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img07281.png,,,,,,,,,475.08966634223657,290.89203580062593,,,,,416.0578768847349,274.09068033964473,292.9993004002507,393.5165313190519,788.0684967250975,362.9093281435468,481.0038170561708,93.45303176142215,729.0553455503549,456.3693305526289,744.5585660812413,352.7796297326146,645.1970163151051,359.1218563134317,,,,,,,704.1427050171933,345.3770738538467,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img07320.png,,,,,,,522.236634,280.41601950610675,558.3347515,293.3082043,,,,,451.88213959804136,255.36834049762737,335.11577983370734,396.44567737377855,787.3638048827845,363.61401998585984,482.41320074079687,95.56710729,729.0553455503549,456.3693305526289,741.7397987119892,354.89370525955366,643.0829407881661,361.9406236826839,,,,,,,705.7828148,344.96704640824294,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img07919.png,,,569.3832145272908,305.2938382578426,532.0272684360307,318.8599449962476,552.7149468,285.9551575364062,,,,,,,586.9558256844065,220.5862068892399,,,788.0684967250977,365.0234036704858,480.2991252138578,92.74833991910916,729.0553455503549,456.3693305526289,743.1491823966153,359.1218563134317,649.4251673689832,359.82654815574483,,,,,,,706.1928422452118,344.96704640824294,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img07981.png,564.3823757085843,330.7515611596756,,,863.7860308,147.65321080326163,558.9278427616102,240.3897116109929,508.0663390952882,251.57202801990056,606.9881062208076,347.09912226800543,,,595.9768395746222,211.26469080918125,,,787.3638048827845,363.61401998585984,479.5944333715448,93.45303176142215,729.0553455503549,456.3693305526289,743.1491823966153,359.1218563134317,640.9688652612269,360.5312399980578,,,,,,,,,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img08313.png,909.6236959864204,150.95274715846267,,,306.41980968653775,403.2883555536664,,,781.2204456149269,158.38661954839125,,,905.2537944174971,289.57343687300374,,,,,,,481.0038170561708,93.45303176142215,,,,,643.0829407881661,359.1218563134318,,,,,,,704.5527324627969,346.1971287,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img11566.png,325.4041725,444.858073298184,,,,,264.5417415225221,337.76360339484216,269.5160748240434,356.78311307712966,,,281.74010493493336,459.81786349528994,172.3625338456426,304.9929097,23.65613409533348,404.8463045,790.1825722520366,362.2046363012338,483.8225844254229,94.86241545,729.0553455503549,456.3693305526289,742.4444905543022,357.71247262880576,643.7876326,359.8265481557448,,,,,,,703.7326775715895,345.99211502225216,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img11659.png,,,767.8455805040034,352.2244455343256,724.5193285524381,367.7852825028455,,,675.3874265881782,333.4457587519653,,,,,605.4501398526763,319.1498236995395,551.3421572289294,492.2953680955293,791.5919559366628,364.31871182817287,481.7085088984838,95.56710728836124,729.0553455503549,456.3693305526289,742.4444905543023,354.8937052595536,,,,,,,,,,,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img12403.png,764.8883286506501,402.4761169401097,,,,,753.3452923575842,279.4706364421252,661.7224417813729,305.0817482173653,,,658.1152429397898,401.7546772,689.5440520164002,240.36842558284903,,,790.9507563508444,365.28678822777294,481.8541622081932,93.28899658,729.0553455503549,456.3693305526289,,,,,,,,,,,703.5276638487877,349.0673208642799,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img12552.png,,,,,626.2269323522407,314.1083987134135,,,860.9005011670541,408.68025312869366,,,846.6138561390891,563.3448384392187,794.5667416,374.08260357346586,659.4545349940669,524.9666630358855,788.0684967250976,362.2046363012338,476.7756660022926,95.56710728836124,,,744.5585660812413,352.7796297326146,643.7876326,358.4171644711187,,,,,694.3020463227047,366.0834598568331,704.3477187399951,347.42721108186504,,,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img16609.png,627.5737789,352.9597995,,,780.1285941579945,344.6511620825372,,,594.3346638,243.7123584227674,,,,,480.2664261,235.4086824787896,380.2915027400127,356.8315132426454,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,728.3506537080419,459.8927898,743.1491823966153,359.1218563134317,631.8078713111577,364.0546992096229,,,,,694.3020463227047,366.0834598568331,,,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img16641.png,783.8243487374972,369.4930758411704,,,,,764.5667570769483,254.56086707516056,748.5200633694069,282.642581063358,,,708.2525363759522,359.3372298589842,640.5440795923719,212.43183717966625,514.6241069483733,295.11006097613785,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,729.0553455503549,459.1880979,743.1491823966153,359.1218563134317,631.8078713111577,364.0546992096229,,,,,699.8374168383546,364.8533775200221,705.7828148,345.1720601310447,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img17394.png,,,709.5943382,272.2753292128268,,,,,545.9129171538871,274.6695088706169,,,,,443.9216016984536,264.6806684464598,305.1292961302348,369.3006260528065,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,719.1896597579725,470.4631673988894,743.1491823966153,359.1218563134317,631.8078713111577,364.0546992096229,,,,,688.5616621,364.2383363516165,694.5070600455065,344.5570189626392,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,875.1207963379793,396.1835636271211
labeled-data,E2_side,img17702.png,702.5241301333489,305.89857763662064,,,,,739.9751976456432,215.7547290895868,773.0714898658102,206.1742234469068,724.4081236029388,320.1431281262211,,,829.9625217,225.44063339937176,877.7259392680464,418.2001497684081,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,721.3037352849117,493.7179981952192,735.3975721311721,343.61863578254525,638.8547897342879,366.8734666,,,,,687.1265660246402,366.4934873024369,694.3020463227047,348.24726597307244,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,,
labeled-data,E2_side,img17774.png,,,720.8700929924506,282.93604279852286,,,744.8618935,215.96137275944068,793.2570865877133,204.3041364600085,,,739.9970762461257,327.5373877520291,841.6526470463261,232.1699807259415,878.4536371591114,417.2263881502331,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,719.8943516002856,491.60392266828006,748.7867171351195,354.18901341724063,631.8078713111577,371.1016176327531,,,,,687.1265660246402,366.4934873024369,694.3020463227047,348.24726597307244,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,,
labeled-data,E2_side,img17968.png,721.2608365,322.5952707173567,,,,,737.0326894399794,223.23259741283647,779.0909638545911,205.88355921680915,,,,,831.8492098,223.8858525387148,877.6969061401633,420.4578504560969,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,723.4178108118507,493.7179981952191,755.8336355582497,349.9608623633625,630.3984876265316,368.9875421058141,,,,,687.1265660246402,366.4934873024369,694.3020463227047,348.24726597307244,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,,
labeled-data,E2_side,img18174.png,,,,,,,735.2824994857333,209.2718993407753,808.6388135773511,187.49424359482623,753.8550690712018,326.4475664920324,,,849.4842807437026,234.6214895536909,877.8736159735656,424.9351813,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,719.8943516002856,494.42269003753216,763.5852458,349.25617052104946,635.3313305227227,366.1687747,,,,,687.1265660246402,366.4934873024369,694.3020463227047,348.24726597307244,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,,
labeled-data,E2_side,img18323.png,,,,,,,751.1730642995477,209.3865249049239,815.8376612120132,199.92341316163623,,,,,839.4954405702324,229.88993368204711,874.7192453924697,418.1007116874346,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,718.4849679156596,488.0804635,,,631.1031794688447,369.6922339481271,,,,,687.1265660246402,366.4934873024369,694.3020463227047,348.24726597307244,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,,
labeled-data,E2_side,img18406.png,,,735.2086907005106,334.3079344922563,,,755.9046201711915,210.96371019547183,823.1978592345704,191.5117582787139,761.4836016390129,324.9567233734365,,,850.5773166135103,227.44089870889744,877.7977401244306,424.4649165022248,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,722.0084271272246,495.12738187984513,764.2899376660059,347.8467868364234,631.1031794688446,369.6922339481271,,,,,670.3154407548888,361.1631305,676.8758798845478,346.40214246785587,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,,
labeled-data,E2_side,img18636.png,738.3823594856641,374.2739505483057,752.6348571386676,331.0277149274268,,,738.0291099008329,274.6575676258851,,,785.9104981251043,368.4405727349362,,,809.9513899066843,225.74077187086823,,,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,719.1896597579727,495.8320737221581,849.5576505858817,417.6112792254127,611.3718079,371.1016176327532,,,,,670.3154407548888,361.1631305,676.8758798845478,346.40214246785587,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,,
labeled-data,E2_side,img18836.png,749.5543950613999,369.9690015215414,,,,,744.2556512889307,269.6461194294583,712.1099390692843,263.99412607215777,803.6015815405856,362.9040098249158,,,818.4380641034993,220.8976767227417,,,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,719.1896597579725,498.6508410914103,846.7388832166297,415.4972036984736,612.0764997263931,371.8063094750662,,,,,726.8992282481985,366.4934873024371,,,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,,
labeled-data,E2_side,img19026.png,,,597.9455966058367,294.7386843217905,,,564.7984343,300.8273203,534.3150072600284,296.4725450487748,,,,,677.4139843784533,223.4085113921259,795.0994651470698,306.1212295757589,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,715.6662005464075,501.4696084606624,848.1482669012556,416.2018955407866,669.8612307960609,367.5781584211881,598.5606377742422,367.5185559164461,,,725.4641321885855,365.4684186884277,733.0496399322537,345.37707385384664,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,,
labeled-data,E2_side,img19084.png,579.3025727326284,329.9314188146244,598.7656515,293.9186294305832,,,617.0093777,231.68616543304307,587.9509225021338,230.30242946992223,610.0906979120676,346.8821844,,,665.0942024461219,213.69759791247185,,,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,717.7802760733465,497.9461492490972,851.6717261128208,417.6112792254128,672.6799981653129,370.39692579044015,598.5606377742422,367.5185559164461,,,725.4641321885855,365.4684186884277,733.0496399322537,345.37707385384664,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,,
labeled-data,E2_side,img19231.png,583.1386310403025,333.7513142518186,,,,,615.3104921828626,227.8955130730725,581.7548950771817,229.2792490361933,602.1635688243148,352.275307415296,,,662.3019111589535,215.29352765306345,,,493.0779289899359,94.29025972,222.9735081377078,379.1001884866856,718.3511019590671,499.8056819067372,851.6717261128208,416.20189554078667,667.0424634268088,369.6922339481271,,,,,,,,,880.2519763712604,479.83012460275546,246.9499736283615,492.861030008988,,
