scorer,,,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David
labeled-data,E2_top,img05513.png,481.4844440346972,481.1970309,,,498.4430060582721,475.3488702462968,512.3182338445835,515.3163884753754,527.2296568,477.4059911681383,,,,,571.2057176618252,506.4706291036868,638.4334888866593,537.5571548956214,348.60256154189386,195.9548502350626,332.32074496884667,331.58104288362057,497.2692280703013,219.3954868,250.6477954448739,219.55929025593204,251.4645694614464,290.4312143100077,293.52478429294194,322.0586808975374,205.98993035185563,319.04716069314225,295.73323244283176,242.3537794878785,208.5999145289981,240.5468673652414,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img05894.png,301.8308859236804,281.5810485832069,,,,,349.07420800034873,284.65378497843733,345.23328750631066,240.86729134640325,,,,,404.76755516390085,265.8332745576508,474.2882161059901,292.33562596651353,336.3694604641678,336.27571553839107,340.9558751413592,533.7870078,497.1735688725922,217.7802064924821,250.6477954448739,219.55929025593204,249.8492891708196,290.3105652137591,293.52478429294194,322.0586808975374,205.98993035185563,319.04716069314225,295.73323244283176,242.3537794878785,208.5999145289981,240.5468673652414,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img07380.png,275.1744231309028,348.6635413291341,,,291.7248094168092,363.0359922186885,252.9171343341268,388.0774902400916,299.75017951067633,382.0494745242981,,,,,284.7666987574873,438.8488674364007,289.3758034,518.3559217,342.12621391250946,195.2352560540199,325.84439733946226,343.8141439613466,497.7572874905096,218.36392511039955,250.6477954448739,219.55929025593204,252.7678822604065,287.3919721241722,293.52478429294194,322.0586808975374,207.39530644724005,323.4640569929218,295.73323244283176,242.3537794878785,206.59223439273467,243.35761955601023,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img07680.png,,,,,,,177.22092199403133,154.2366515022048,201.4187211064712,129.2706682909573,,,,,249.81431933135096,166.52759708312666,333.93047815078484,208.39363046814168,347.8829673608512,188.03931424359283,334.4795275119748,343.8141439613466,505.34562952343583,220.11508096415173,,,253.93531949624136,287.3919721241721,293.52478429294194,322.0586808975374,206.99377041998736,324.0663610338009,,,206.59223439273467,243.9599235968893,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,,
labeled-data,E2_top,img07715.png,,,,,,,210.2528382427588,219.14820785144832,197.9618926618369,179.97081881225992,,,,,265.17800423789305,184.1958328208967,338.5395856740203,199.9436068464528,347.8829673608511,187.3197200625501,332.32074496884667,344.5337381423893,505.9293481413532,218.36392511039952,,,251.0167264066544,287.9756907420896,293.9263203201947,322.66098493841645,207.1945384336137,324.4678970610536,,,206.59223439273467,245.7668357195264,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img07765.png,,,,,,,267.0984644849121,271.0006359861572,228.3051674951276,294.43025099978945,,,,,226.3847072481085,210.69818422975945,247.5097699653179,138.48887894184358,347.8829673608511,185.1609375,332.32074496884667,344.5337381423893,506.5130667592706,218.36392511039952,,,,,293.1232482656893,323.06252096566914,205.7891623382293,321.65714487028475,295.3316964155791,243.95992359688927,,,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img07973.png,,,,,,,247.1256749855243,332.0712777021422,231.3779009599682,363.9509178026582,,,,,172.61181740118565,314.01895138016323,151.7856210453769,251.7647973839917,346.4437789987657,191.6372851488064,331.6011508,344.5337381423893,505.9293481413533,220.11508096415173,250.6477954448739,219.55929025593204,251.60044502457177,288.5594093600069,292.72171223843657,322.25944891116376,,,295.1309284019528,243.35761955601023,209.0014505562508,242.3537794878785,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img11569.png,354.3174889489503,464.4327242301365,,,,,356.45329010149226,511.11523513569625,389.4056507407109,487.62142245773487,,,,,402.8306865566889,558.1028605,,,348.6025615418938,193.07647351089176,328.72277406363315,340.2161731,503.01075505176624,218.94764372831693,250.6477954448739,219.55929025593204,251.60044502457177,289.72684659584183,293.12324826568926,324.6686650746799,205.5883943246029,322.8617529520428,295.73323244283176,244.9637637,208.8006825426245,243.1568515423839,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img12291.png,,,,,,,207.9604110096521,344.1397308702672,249.33556201657268,328.7180836767785,,,,,238.8037043204906,396.4228762335582,203.8228948328214,491.2095858130489,346.4437789987657,195.9548502350626,330.88155660676125,343.8141439613466,502.4270364338488,218.94764372831693,250.6477954448739,219.55929025593204,253.93531949624136,290.3105652137592,292.7217122384367,323.4640569929219,205.18685829735028,321.6571448702848,295.3316964155792,243.75915558326287,208.3991465153718,241.95224346062585,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img13997.png,350.14047537888825,431.7798119788405,336.2226102907595,457.04239683066623,364.22932440000176,458.7597896769877,330.5813130847076,488.9527479156762,369.3234999366423,488.57661017924966,,,,,344.8745470689165,558.1620914181615,,,345.72418481772297,199.55282114027617,328.0031798825904,343.0945497803039,507.0967854,218.94764372831693,250.6477954448739,219.55929025593204,251.60044502457177,290.3105652137592,293.12324826568926,324.6686650746799,205.7891623382293,322.05868089753744,295.73323244283176,244.9637637,208.8006825426245,242.15301147425217,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img14411.png,270.7754129928861,338.49765334505605,,,,,239.1798431330559,362.5704684763553,286.9493356592278,361.06591753064913,,,,,261.3719695822224,406.2024459018352,294.09595265133225,484.0629573421311,336.3694604641678,336.27571553839107,344.85113587459426,534.1970352022256,504.17819228760106,218.36392511039952,250.6477954448739,219.55929025593204,252.18416364248915,289.72684659584183,293.12324826568926,324.6686650746799,205.7891623382293,322.05868089753744,295.73323244283176,244.9637637,208.8006825426245,242.15301147425217,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img16481.png,263.2526582643551,472.0265497764815,,,,,250.46397522585235,496.0993649077808,287.70161113208087,497.6039158534869,,,,,260.24355637294263,551.3916121624836,,,328.4539245,336.27571553839107,339.56479459156066,535.1780883064205,504.7619109055185,220.11508096415173,250.6477954448739,219.55929025593204,252.76788226040657,287.3919721241722,293.12324826568926,324.6686650746799,205.7891623382293,322.05868089753744,295.73323244283176,244.9637637,208.8006825426245,242.15301147425217,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img16498.png,198.18082986256184,433.2843629245468,,,,,198.5569675989884,470.89813656720185,235.79460350521688,447.2014591723291,,,,,238.80370539662928,505.8789460548711,,,328.4539245,336.27571553839107,340.9558751413592,533.7870078,506.51306675927066,221.866236817904,250.6477954448739,219.55929025593204,252.76788226040657,289.72684659584183,293.12324826568926,324.6686650746799,205.7891623382293,322.05868089753744,295.73323244283176,244.9637637,208.8006825426245,242.15301147425217,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img16537.png,216.9877166838893,336.9931023993496,,,,,201.5660694904008,368.2125345227533,236.546879,368.9648099956064,,,,,213.9786147924769,424.63319498673593,227.89571104025933,515.6585272019611,328.4539245,336.27571553839107,340.9558751413592,533.7870078,504.7619109055185,221.28251819998653,250.6477954448739,219.55929025593204,250.4330077887369,289.1431279779244,293.12324826568926,324.6686650746799,205.7891623382293,322.05868089753744,295.73323244283176,244.9637637,208.8006825426245,242.15301147425217,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img16693.png,,,,,231.81610533298013,177.02391863266587,195.17172797114944,183.5289059373173,233.16163935023104,192.5562116115545,,,,,195.5478657,253.11438717622912,194.0433147618698,330.9748986165251,328.4539245,336.27571553839107,340.9558751413592,533.7870078,516.4362832638665,217.7802064924821,250.6477954448739,219.55929025593204,252.76788226040657,295.5640327750158,292.3201762111839,332.29784959248104,,,294.1270883,252.9944842100748,,,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img17530.png,,,,,,,308.7653243719677,242.2063928198592,342.2415829139307,257.25190227692127,,,,,282.0595450856826,305.0213948030932,251.96852617155847,385.5148703983749,328.4539245,336.27571553839107,340.9558751413592,533.7870078,518.1874391176186,224.2011112895736,250.6477954448739,219.55929025593204,,,,,205.98993035185563,321.6571448702847,,,206.59223439273467,241.95224346062585,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img17726.png,265.5094846829144,209.48240975074924,286.4093315116041,207.1235744701736,266.7034532973233,188.23198874408624,313.6551149455129,189.92324745656865,282.8118205585357,158.3276775967384,,,,,333.96655271254656,133.50258699258603,,,328.4539245,336.27571553839107,340.9558751413592,533.7870078,584.7313615602025,223.0336740537388,273.4128215436526,218.3918530200972,249.2655705529021,296.14775139293323,293.32401627931563,328.8847933608332,206.3914663791083,327.8809532927015,295.7332324428319,250.18373201930595,208.80068254262443,247.97528386941616,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img17914.png,,,,,,,312.9028394726597,195.94145123939344,282.05954508568254,165.85043232526937,,,,,337.3517923403855,131.9980360468798,,,328.4539245,336.27571553839107,340.9558751413592,533.7870078,582.3964870885328,221.28251819998653,,,252.18416364248915,294.9803141570984,293.32401627931563,328.8847933608332,206.3914663791083,327.8809532927015,295.7332324428319,250.18373201930595,208.80068254262443,247.97528386941616,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img17915.png,,,,,,,314.0214831164841,194.65509356645384,287.7016111320808,166.9788455,,,,,330.56013437072846,137.50269942881584,,,328.4539245,336.27571553839107,340.9558751413592,533.7870078,582.3964870885329,221.866236817904,,,251.6004450245717,292.64543968542887,293.32401627931563,328.8847933608332,206.3914663791083,327.8809532927015,295.7332324428319,250.18373201930595,208.80068254262443,247.97528386941616,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img17933.png,,,,,265.7070140853596,195.44301831816816,306.12746981848244,191.04724828391016,279.58251263688965,162.67160440013856,,,,,332.3673125497121,135.21130386745637,,,328.4539245,336.27571553839107,340.9558751413592,533.7870078,582.9802057064502,223.0336740537388,,,252.18416364248915,292.6454396854288,293.32401627931563,328.8847933608332,206.3914663791083,327.8809532927015,295.7332324428319,250.18373201930595,208.80068254262443,247.97528386941616,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img18527.png,,,,,,,275.31091033180576,198.06488064226232,252.12221210420745,167.55343560594875,312.9351478767571,203.8532140128609,,,329.0115142963372,121.68535541506633,,,328.4539245,336.27571553839107,340.9558751413592,533.7870078,584.7313615602025,222.44995543582127,331.20096471747536,198.5454200109056,252.18416364248915,293.22915830334625,293.32401627931563,328.8847933608332,206.3914663791083,327.8809532927015,295.7332324428319,250.18373201930595,208.80068254262443,247.97528386941616,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img18566.png,264.2970262,249.1753169416193,,,,,265.9936607631054,214.03074477885545,223.8201741677888,210.1527230229642,,,,,257.51048817209346,141.5602132156389,,,328.4539245,336.27571553839107,340.9558751413592,533.7870078,581.8127684706155,221.28251819998653,320.1103109770447,189.2059221242272,253.35160087832395,295.5640327750158,293.32401627931563,328.8847933608332,206.3914663791083,327.8809532927015,295.7332324428319,250.18373201930595,208.80068254262443,247.97528386941616,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img18585.png,,,,,252.32466660466656,248.8273310079888,279.6174641857642,226.5942203634937,238.25140578553845,221.38274843905583,,,,,261.0944007722196,154.29880400501082,303.02551100779306,124.24413539685416,328.4539245,336.27571553839107,340.9558751413592,533.7870078,582.9802057064502,224.2011112895736,398.91232439589385,158.85255399252227,249.8492891708196,301.98493757210724,293.1232482656893,339.9270341102821,206.1906984,339.3247301,295.5324644292056,261.2259727687549,208.39914651537177,260.22213270062326,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img18889.png,297.43546951555174,251.4993133167546,,,,,294.5269531986333,206.1749340447764,256.95861743843744,224.8379137450027,,,,,242.4160358538456,145.5808441089766,,,328.4539245,336.27571553839107,340.9558751413592,533.7870078,585.3150801781198,218.9476437283169,400.07976163172873,158.26883537460486,250.4330077887369,301.40121895418974,293.1232482656893,339.9270341102821,206.1906984,339.3247301,295.5324644292056,261.2259727687549,208.39914651537177,260.22213270062326,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
labeled-data,E2_top,img18916.png,,,,,,,283.86239336993253,198.4188905,238.7803904576976,205.9325576850332,,,,,245.32455217076387,137.09767151796467,,,328.4539245,336.27571553839107,340.9558751413592,533.7870078,584.1476429422851,223.6173926716561,401.83091748548094,156.51767952085268,250.4330077887369,270.4641322045676,292.7217122384367,304.9933997392981,205.7891623382292,303.3872556302873,293.9263203201948,225.69003435689189,207.3953064,223.0800501797495,471.41396836831177,144.06934424183373,471.8776618849113,489.0573312,182.15483132722872,139.3199928053197
