,lever,ball,door,stick
1497,0,0,1,0
1498,0,0,1,0
1499,0,0,1,0
1500,0,0,1,0
1501,0,0,1,0
1502,0,0,1,0
1504,0,0,1,0
1505,0,0,1,0
1506,0,0,1,0
1507,0,0,1,0
1508,0,0,1,0
1509,0,0,1,0
1510,0,0,1,0
1511,0,1,1,0
1512,0,1,1,0
1513,0,1,1,0
1514,0,1,1,0
1515,0,1,0,0
1516,0,1,0,0
1517,0,1,0,0
1518,0,1,0,0
1519,0,1,1,0
1520,0,1,1,0
1521,0,0,1,0
1522,0,0,1,0
1523,0,0,1,0
1524,0,0,1,0
1525,0,1,1,0
1526,0,0,1,0
1527,0,0,1,0
1528,0,1,1,0
1529,0,1,1,0
1530,0,1,1,0
1531,0,1,1,0
1532,0,0,1,0
1533,0,0,1,0
1534,0,0,1,0
1535,0,1,1,0
1536,0,0,1,0
1591,0,1,0,0
1592,0,1,0,0
1593,0,1,0,0
1594,0,1,0,0
1863,1,0,0,0
1864,1,0,0,0
1865,1,0,0,0
1866,1,0,0,0
1867,1,0,0,0
1868,1,0,0,0
1869,1,0,0,0
1870,1,0,0,0
1871,1,0,0,0
1872,1,0,0,0
1873,1,0,0,0
1883,1,0,0,0
1884,1,0,0,0
1885,1,0,0,0
1886,1,0,0,0
1901,1,0,0,0
1902,1,0,0,0
1903,1,0,0,0
1904,1,0,0,0
1905,1,0,0,0
1906,1,0,0,0
1907,1,0,0,0
1908,1,0,0,0
1909,1,0,0,0
1910,1,0,0,0
1911,1,0,0,0
1912,1,0,0,0
2066,0,0,1,0
2067,0,0,1,0
2068,0,0,1,0
2069,0,0,1,0
2070,0,0,1,0
2071,0,0,1,0
2072,0,0,1,0
2073,0,0,1,0
2074,0,0,1,0
2075,0,0,1,0
2076,0,0,1,0
2077,0,0,1,0
2078,0,0,1,0
2113,0,0,1,0
2114,0,0,1,0
2115,0,0,1,0
2116,0,0,1,0
2117,0,0,1,0
2118,0,0,1,0
2119,0,0,1,0
2120,0,0,1,0
2121,0,0,1,0
2122,0,0,1,0
2123,0,0,1,0
2124,0,0,1,0
2125,0,0,1,0
2126,0,0,1,0
2127,0,0,1,0
2128,0,0,1,0
2129,0,0,1,0
2130,0,0,1,0
2131,0,0,1,0
2132,0,0,1,0
2133,0,0,1,0
2134,0,0,1,0
2135,0,0,1,0
2136,0,0,1,0
2137,0,0,1,0
2138,0,0,1,0
2139,0,0,1,0
2140,0,0,1,0
2141,0,0,1,0
2146,0,0,1,0
2147,0,0,1,0
2148,0,0,1,0
2149,0,0,1,0
2150,0,0,1,0
2151,0,1,1,1
2152,0,1,1,1
2153,0,1,0,1
2154,0,1,0,1
2155,0,1,0,1
2156,0,1,0,0
2157,0,1,0,0
2158,0,1,0,0
2159,0,1,0,0
2160,0,1,0,0
2164,0,1,0,0
2165,0,1,0,0
2166,0,1,0,0
2167,0,1,0,0
2168,0,1,0,0
2169,0,1,0,0
2170,0,1,0,0
2171,0,1,0,0
2172,0,1,0,0
2173,0,1,0,0
2174,0,1,0,0
2175,0,1,0,0
2176,0,1,0,0
2177,0,1,0,0
2178,0,1,0,0
2186,0,0,0,1
2254,0,1,0,0
2255,0,1,0,0
2256,0,1,0,0
2257,0,1,0,0
2258,0,1,0,0
2259,0,1,0,0
2274,0,1,0,0
2281,0,0,0,1
2282,0,0,0,1
2283,0,1,0,1
2284,0,1,0,1
2285,0,1,0,1
2286,0,1,0,1
2287,0,1,0,1
2289,0,0,1,0
2304,0,1,0,0
2305,0,1,0,0
2306,0,1,0,0
2307,0,1,0,0
2322,0,1,0,0
2323,0,1,0,0
2324,0,1,0,0
2325,0,1,0,0
2326,0,1,0,0
2327,0,1,0,0
2328,0,1,0,0
2330,0,1,0,0
2331,0,1,0,0
2332,0,1,0,0
2333,0,1,0,0
2341,0,0,0,1
2347,0,1,0,0
2372,0,0,0,1
2373,0,0,0,1
2374,0,0,0,1
2375,0,0,0,1
2376,0,0,0,1
2377,0,0,0,1
2378,0,0,0,1
2379,0,0,0,1
2380,0,0,0,1
2381,0,0,0,1
2382,0,0,0,1
2383,0,0,0,1
2384,0,0,0,1
2385,0,0,0,1
2386,1,0,0,0
2387,1,0,0,0
2388,1,0,0,0
2389,1,0,0,0
2390,1,0,0,0
2391,1,0,0,0
2392,1,0,0,0
2672,1,0,0,0
2673,1,0,0,0
2674,1,0,0,0
2675,1,0,0,0
2676,1,0,0,0
2677,1,0,0,0
2678,1,0,0,0
2679,1,0,0,0
2680,1,0,0,0
2681,1,0,0,0
2682,1,0,0,0
2683,1,0,0,0
2684,1,0,0,0
2685,1,0,0,0
2693,1,0,0,0
2694,1,0,0,0
2695,1,0,0,0
2696,1,0,0,0
2697,1,0,0,0
2698,1,0,0,0
2702,1,0,0,0
2703,1,0,0,0
2704,1,0,0,0
2705,1,0,0,0
2719,1,0,0,0
2720,1,0,0,0
2721,1,0,0,0
2722,1,0,0,0
2723,1,0,0,0
2724,1,0,0,0
2725,1,0,0,0
2726,1,0,0,0
2727,1,0,0,0
2728,1,0,0,0
2729,1,0,0,0
2730,1,0,0,0
2731,1,0,0,0
2732,1,0,0,0
2733,1,0,0,0
2734,1,0,0,0
2735,1,0,0,0
2736,1,0,0,0
2737,1,0,0,0
2738,1,0,0,0
2739,1,0,0,0
2740,1,0,0,0
2741,1,0,0,0
2742,1,0,0,0
2743,1,0,0,0
2744,1,0,0,0
2745,1,0,0,0
2746,1,0,0,0
2753,0,0,0,1
2754,0,0,0,1
2755,0,0,0,1
2756,0,0,0,1
2757,0,0,0,1
2758,0,0,0,1
2759,0,0,0,1
2760,0,0,0,1
2761,0,0,0,1
2812,0,0,1,0
2813,0,0,1,0
2814,0,0,1,0
2815,0,0,1,0
2816,0,0,1,0
2817,0,0,1,0
2818,0,0,1,0
2819,0,0,1,0
2820,0,0,1,0
2821,0,0,1,0
2822,0,0,1,0
2823,1,0,1,0
2824,0,0,1,0
2825,0,0,1,0
2826,0,0,1,0
2828,1,0,0,0
2829,1,0,1,0
2830,1,0,0,0
2831,1,0,0,0
2832,1,0,0,0
2833,1,0,1,0
2838,0,0,1,0
2839,0,0,1,0
2840,0,0,1,0
2841,0,0,1,0
2842,0,0,1,0
2843,0,0,1,0
2844,0,0,1,0
2845,0,0,1,0
2846,0,0,1,0
2847,0,0,1,0
2848,0,0,1,0
2849,0,0,1,0
2850,0,0,1,0
2851,0,0,1,0
2852,0,0,1,0
2853,0,0,1,0
2854,0,1,1,0
2855,0,1,1,0
2856,0,1,0,0
2857,0,1,0,0
2858,0,1,0,0
2906,0,1,0,0
2913,0,0,0,1
2914,0,0,0,1
2915,0,0,0,1
2916,0,0,0,1
2917,0,0,0,1
2918,0,0,0,1
2919,0,0,0,1
2920,0,0,0,1
2921,0,0,0,1
2922,0,0,0,1
2923,0,0,0,1
2924,0,0,0,1
2925,0,0,0,1
2963,0,0,0,1
2964,0,0,0,1
2965,0,0,0,1
2966,0,0,0,1
2967,0,0,0,1
2968,0,0,0,1
2969,0,0,0,1
2970,0,0,0,1
3172,1,0,0,0
3173,1,0,0,0
3174,1,0,0,0
3175,1,0,0,0
3176,1,0,0,0
3177,1,0,0,0
3178,1,0,0,0
3179,1,0,0,0
3180,1,0,0,0
3181,1,0,0,0
3182,1,0,0,0
3183,1,0,0,0
3184,1,0,1,0
3185,1,0,1,0
3186,1,0,1,0
3187,1,0,1,0
3188,1,0,1,0
3189,1,0,1,0
3190,1,0,1,0
3191,0,0,1,0
3192,0,0,1,0
3193,0,0,1,0
3194,0,0,1,0
3195,0,0,1,0
3196,0,0,1,0
3197,0,0,1,0
3198,0,0,1,0
3199,0,0,1,0
3200,0,0,1,0
3201,0,0,1,0
3202,0,0,1,0
3203,0,0,1,0
3204,0,0,1,0
3205,0,0,1,0
3206,0,0,1,0
3207,0,0,1,0
3208,0,0,1,0
3209,0,0,1,0
3210,0,0,1,0
3211,0,0,1,0
3212,0,0,1,0
3213,0,0,1,0
3214,0,0,1,0
3215,0,0,1,0
3216,0,0,1,0
3217,0,0,1,0
3259,0,0,1,0
3260,0,0,1,0
3261,0,0,1,0
3262,0,0,1,0
3271,0,0,1,0
3521,0,0,1,0
3522,0,0,1,0
3523,0,0,1,0
3524,0,0,1,0
3525,0,0,1,0
3526,0,0,1,0
3527,0,0,1,0
3528,0,0,1,0
3529,0,0,1,0
3530,0,0,1,0
3531,0,0,1,0
3532,0,0,1,0
3533,0,0,1,0
3534,0,0,1,0
3535,0,0,1,0
3536,0,0,1,0
3537,0,0,1,0
3538,0,0,1,0
3539,0,0,1,0
3540,0,0,1,0
3541,0,0,1,0
3653,0,0,1,0
3654,0,0,1,0
3655,0,0,1,0
3656,0,0,1,0
3657,0,0,1,0
3658,0,0,1,0
3659,0,0,1,0
3660,0,0,1,0
3661,0,0,1,0
3662,0,0,1,0
3663,0,0,1,0
3664,0,0,1,0
3665,0,0,1,0
3666,0,0,1,0
3667,0,0,1,0
3668,0,0,1,0
3672,0,0,1,0
3673,0,0,1,0
3674,0,0,1,0
3675,0,0,1,0
3676,0,0,1,0
3677,0,0,1,0
3678,0,0,1,0
3679,0,0,1,0
3680,0,0,1,0
3681,0,0,1,0
3682,0,0,1,0
3683,0,0,1,0
3684,0,0,1,0
3685,0,0,1,0
3686,0,0,1,0
3687,0,0,1,0
3688,0,0,1,0
3689,0,0,1,0
3690,0,0,1,0
3691,0,0,1,0
3692,0,0,1,0
3697,0,0,1,0
3698,0,0,1,0
3699,0,0,1,0
3700,0,0,1,0
3701,0,0,1,0
3702,0,0,1,0
3703,0,0,1,0
3704,0,0,1,0
3725,0,0,1,0
3726,0,0,1,0
3727,0,0,1,0
3728,0,0,1,0
3729,0,0,1,0
3730,0,0,1,0
3731,0,0,1,0
3732,0,0,1,0
3733,0,0,1,0
3734,0,0,1,0
3735,0,0,1,0
3736,0,0,1,0
3737,0,0,1,0
3743,1,0,1,0
3744,1,0,1,0
3745,1,0,1,0
3746,1,0,1,0
3747,1,0,1,0
3750,1,0,1,0
3751,1,0,1,0
3752,1,0,1,0
3753,1,0,1,0
3754,1,0,1,0
3755,1,0,1,0
3756,0,0,1,0
3757,0,0,1,0
3767,0,0,1,0
3768,0,0,1,0
3769,0,0,1,0
3770,1,0,1,0
3771,1,0,1,0
3772,1,0,1,0
3773,1,0,1,0
3774,1,0,1,0
3775,1,0,1,0
3776,1,0,1,0
3777,1,0,0,0
3778,1,0,0,0
3779,1,0,0,0
3780,1,0,0,0
3781,1,0,0,0
3782,1,0,0,0
3783,1,0,0,0
3784,1,0,0,0
3785,1,0,0,0
3790,0,0,1,0
3853,1,0,0,0
3854,1,0,0,0
3855,1,0,0,0
3856,1,0,0,0
3857,1,0,0,0
3858,1,0,0,0
3865,1,0,0,0
3866,1,0,0,0
3867,1,0,0,0
3868,1,0,0,0
3869,1,0,0,0
3870,1,0,0,0
3871,1,0,0,0
3872,1,0,0,0
3873,1,0,0,0
3874,1,0,0,0
3875,1,0,0,0
3876,1,0,0,0
3877,1,0,0,0
3878,1,0,0,0
3879,1,0,0,0
3880,1,0,0,0
3881,1,0,0,0
3882,1,0,0,0
3883,1,0,0,0
3884,1,0,0,0
4107,0,0,1,0
4108,0,0,1,0
4109,0,0,1,0
4110,0,0,1,0
4111,0,0,1,0
4112,0,0,1,0
4113,0,0,1,0
4114,0,0,1,0
4115,0,0,1,0
4116,0,0,1,0
4117,0,0,1,0
4118,0,0,1,0
4119,0,0,1,0
4120,0,0,1,0
4121,0,0,1,0
4143,0,0,1,0
4144,0,0,1,0
4145,0,0,1,0
4146,0,0,1,0
4147,0,0,1,0
4148,0,0,1,0
4149,0,0,1,0
4150,0,0,1,0
4151,0,0,1,0
4152,0,0,1,0
4153,0,0,1,0
4154,0,0,1,0
4155,0,0,1,0
4156,0,0,1,0
4157,0,0,1,0
4158,0,0,1,0
4159,0,0,1,0
4160,0,0,1,0
4161,0,0,1,0
4162,0,0,1,0
4177,0,1,1,1
4178,0,1,0,1
4179,0,1,0,1
4180,0,1,0,1
4181,0,1,0,1
4182,0,1,0,1
4183,0,1,0,0
4184,0,1,0,1
4185,0,1,0,1
4186,0,1,0,1
4187,0,1,0,1
4188,0,1,0,0
4189,0,1,0,0
4207,0,1,0,0
4208,0,1,0,0
4209,0,1,0,0
4210,0,1,0,0
4211,0,1,0,0
4212,0,1,0,0
4321,0,1,0,0
4333,1,0,0,0
4334,1,0,0,0
4335,1,0,0,0
4336,1,0,0,0
4337,1,0,0,0
4378,0,0,0,1
4379,0,0,0,1
4380,0,0,0,1
4381,0,0,0,1
4382,0,0,0,1
4383,0,0,0,1
4384,0,0,0,1
4385,0,0,0,1
4386,0,0,0,1
4387,0,0,0,1
4388,0,0,0,1
4389,0,0,0,1
4390,0,0,0,1
4399,0,0,0,1
4400,0,0,0,1
4401,0,0,0,1
4402,0,0,0,1
4403,0,0,0,1
4404,0,0,0,1
4491,0,0,1,0
4492,0,0,1,0
4493,0,0,1,0
4494,0,0,1,0
4495,0,0,1,0
4496,0,0,1,0
4497,0,0,1,0
4498,0,0,1,0
4499,0,0,1,0
4500,0,0,1,0
4501,0,0,1,0
4502,0,0,1,0
4503,0,0,1,0
4504,0,0,1,0
4505,0,0,1,0
4506,0,0,1,0
4507,0,0,1,0
5298,0,0,1,0
5327,1,0,0,0
5328,1,0,0,0
5329,1,0,0,0
5330,1,0,0,0
5331,1,0,0,0
5332,1,0,0,0
5337,1,0,0,0
5338,1,0,0,0
5339,1,0,0,0
5340,1,0,0,0
5341,1,0,0,0
5342,1,0,0,0
5343,1,0,0,0
5344,1,0,0,0
5345,1,0,0,0
5346,1,0,0,0
5347,1,0,0,0
5348,1,0,0,0
5349,1,0,0,0
5350,1,0,0,0
5351,1,0,0,0
5352,1,0,0,0
5353,1,0,0,0
5354,1,0,0,0
5355,1,0,0,0
5356,1,0,0,0
5357,1,0,0,0
5358,1,0,0,0
5359,1,0,0,0
5360,1,0,0,0
5361,1,0,0,0
5362,1,0,0,0
5363,1,0,0,0
5364,1,0,0,0
5365,1,0,0,0
5366,1,0,0,0
5367,1,0,0,0
5368,1,0,0,0
5369,1,0,0,0
5370,1,0,0,0
5371,1,0,0,0
5372,1,0,0,0
5373,1,0,0,0
5374,1,0,0,0
5375,1,0,0,0
5376,1,0,0,0
5377,1,0,0,0
5378,1,0,0,0
5379,1,0,0,0
5381,1,0,0,0
5382,1,0,0,0
5383,1,0,0,0
5384,1,0,0,0
5385,1,0,0,0
5386,1,0,0,0
5387,1,0,0,0
5388,1,0,0,0
5389,1,0,0,0
5390,1,0,0,0
5391,1,0,0,0
5392,1,0,0,0
5393,1,0,0,0
5394,1,0,0,0
5395,1,0,0,0
5396,1,0,0,0
5397,1,0,0,0
5398,1,0,0,0
6405,1,0,0,0
6406,1,0,0,0
6407,1,0,0,0
6408,1,0,0,0
6409,1,0,0,0
6410,1,0,0,0
6411,1,0,0,0
6412,1,0,0,0
6413,1,0,0,0
6414,1,0,0,0
6415,1,0,0,0
6416,1,0,0,0
6417,1,0,0,0
6418,1,0,0,0
6438,0,0,1,0
6439,0,0,1,0
6440,0,0,1,0
6441,0,0,1,0
6442,0,0,1,0
6443,0,0,1,0
6444,0,0,1,0
6445,0,0,1,0
6446,0,0,1,0
6447,0,0,1,0
6448,0,0,1,0
6449,0,0,1,0
6476,0,0,1,0
6480,0,0,1,0
6481,0,0,1,0
6482,0,0,1,0
6483,0,0,1,0
6484,0,0,1,0
6485,0,0,1,0
6486,0,0,1,0
6487,0,0,1,0
6488,0,0,1,0
6489,0,0,1,0
6490,0,0,1,0
6491,0,0,1,0
6492,0,0,1,0
6493,0,0,1,0
6494,0,0,1,0
6495,0,0,1,0
6496,0,0,1,0
6497,0,0,1,0
6498,0,0,1,0
6505,0,0,1,0
6506,0,0,1,0
6507,0,0,1,0
6508,0,0,1,0
6509,0,0,1,0
6510,0,0,1,0
6511,0,0,1,0
6512,0,0,1,0
6513,0,0,1,0
6514,0,0,1,0
6515,0,1,1,0
6516,0,1,1,0
6517,0,1,1,0
6518,0,1,1,0
6519,0,1,1,0
6520,0,1,1,0
6521,0,1,0,0
6536,0,1,0,0
6537,0,1,0,0
6538,0,1,0,0
6539,0,1,0,0
6540,0,1,0,0
6546,1,0,0,0
6547,1,0,0,0
6548,1,0,0,0
6549,1,0,0,0
6550,1,0,0,0
6982,1,0,0,0
6983,1,0,0,0
6984,1,0,0,0
6985,1,0,0,0
6986,1,0,0,0
6987,1,0,0,0
6988,1,0,0,0
6989,1,0,0,0
6990,1,0,0,0
6991,1,0,0,0
6992,1,0,0,0
6993,1,0,0,0
6994,1,0,0,0
6995,1,0,0,0
6999,1,0,0,0
7000,1,0,0,0
7001,1,0,0,0
7002,1,0,0,0
7003,1,0,0,0
7004,1,0,0,0
7005,1,0,0,0
7006,1,0,0,0
7007,1,0,0,0
7008,1,0,0,0
7009,1,0,0,0
7010,1,0,0,0
7011,1,0,0,0
7012,1,0,0,0
7013,1,0,0,0
7014,1,0,0,0
7015,1,0,0,0
7016,1,0,0,0
7019,1,0,0,0
7020,1,0,0,0
7021,1,0,0,0
7022,1,0,0,0
7023,1,0,0,0
7024,1,0,0,0
7025,1,0,0,0
7026,1,0,0,0
7027,1,0,0,0
7028,1,0,0,0
7029,1,0,0,0
7030,1,0,0,0
7031,1,0,0,0
7032,1,0,0,0
7033,1,0,0,0
7034,1,0,0,0
7035,1,0,0,0
7036,1,0,0,0
7037,1,0,1,0
7038,1,0,0,0
7041,1,0,1,0
7042,0,0,1,0
7043,0,0,1,0
7044,0,0,1,0
7045,0,0,1,0
7046,0,0,1,0
7047,0,0,1,0
7048,0,0,1,0
7049,0,0,1,0
7053,1,0,0,0
7054,1,0,0,0
7055,1,0,0,0
7056,1,0,0,0
7057,1,0,0,0
7064,0,0,1,0
7065,0,0,1,0
7066,0,0,1,0
7067,0,0,1,0
7068,0,0,1,0
7069,0,0,1,0
7070,0,0,1,0
7071,0,0,1,0
7072,0,0,1,0
7080,0,0,1,0
7081,0,0,1,0
7082,0,0,1,0
7083,0,0,1,0
7084,0,0,1,0
7085,0,0,1,0
7086,0,0,1,0
7087,0,0,1,0
7088,0,0,1,0
7109,0,0,1,0
7110,0,0,1,0
7111,0,0,1,0
7112,0,0,1,0
7113,0,0,1,0
7114,0,0,1,0
7433,1,0,0,0
7434,1,0,0,0
7435,1,0,0,0
7436,1,0,0,0
7437,1,0,0,0
7438,1,0,0,0
7439,1,0,0,0
7440,1,0,0,0
7441,1,0,0,0
7442,1,0,0,0
7450,0,0,1,0
7451,0,0,1,0
7452,0,0,1,0
7453,0,0,1,0
7454,0,0,1,0
7455,0,0,1,0
7456,0,0,1,0
7457,0,0,1,0
7458,0,0,1,0
7459,0,0,1,0
7460,0,0,1,0
7461,0,0,1,0
7462,0,0,1,0
7463,1,0,1,0
7464,1,0,1,0
7465,1,0,0,0
7466,1,0,0,0
7467,1,0,0,0
7468,1,0,0,0
7469,1,0,0,0
7470,1,0,0,0
7471,1,0,0,0
7472,1,0,0,0
7473,1,0,0,0
7474,1,0,0,0
7475,1,0,0,0
7478,0,0,1,0
7479,0,0,1,0
7480,0,0,1,0
7481,0,0,1,0
7482,0,0,1,0
7483,0,0,1,0
7484,0,0,1,0
7485,0,0,1,0
7486,0,0,1,0
7495,1,0,0,0
7496,1,0,0,0
7497,1,0,1,0
7498,1,0,1,0
7499,1,0,1,0
7500,1,0,1,0
7501,1,0,0,0
7502,1,0,0,0
7503,1,0,0,0
7504,0,0,1,0
7505,0,0,1,0
7506,0,0,1,0
7507,0,0,1,0
7508,0,0,1,0
7509,0,0,1,0
7510,0,0,1,0
7511,0,0,1,0
7512,0,0,1,0
7513,1,0,1,0
7514,1,0,1,0
7515,1,0,0,0
7516,1,0,0,0
7517,1,0,0,0
7518,1,0,0,0
7519,1,0,0,0
7522,1,0,0,0
7523,1,0,0,0
7524,1,0,0,0
7525,1,0,0,0
7526,1,0,0,0
7527,1,0,0,0
7528,1,0,0,0
7530,1,0,0,0
7531,1,0,0,0
7532,1,0,0,0
7533,1,0,0,0
7534,1,0,0,0
7535,1,0,1,0
7536,1,0,1,0
7537,1,0,1,0
7538,1,0,1,0
7539,1,0,1,0
7540,0,0,1,0
7542,0,0,1,0
7543,0,0,1,0
7544,0,0,1,0
7545,0,0,1,0
7546,0,0,1,0
7547,0,0,1,0
7548,0,0,1,0
7549,0,0,1,0
7550,0,0,1,0
7551,0,0,1,0
7552,0,0,1,0
7561,0,0,1,0
7562,0,0,1,0
7563,0,0,1,0
7564,0,0,1,0
7565,0,0,1,0
7608,0,0,1,0
7609,0,0,1,0
7610,0,0,1,0
7611,0,0,1,0
7612,0,0,1,0
7613,0,0,1,0
7622,0,0,1,0
7623,0,0,1,0
7624,0,0,1,0
7625,0,0,1,0
7626,0,0,1,0
7644,0,0,1,0
7645,0,0,1,0
7646,0,1,1,0
7647,0,1,1,1
7648,0,1,0,1
7649,0,1,0,1
7650,0,1,0,1
7651,0,1,0,0
7652,0,1,0,0
7653,0,1,0,0
7654,0,1,0,0
7655,0,1,0,0
7656,0,1,0,0
7657,0,1,0,0
7658,0,1,0,1
7659,0,1,0,1
7660,0,1,0,1
7661,0,1,0,1
7662,0,1,0,1
7663,0,1,0,1
7664,0,1,0,1
7665,0,1,0,1
7666,0,1,0,1
7667,0,0,1,0
7708,0,1,1,0
7709,0,1,0,1
7710,0,1,0,1
7711,0,1,0,1
7712,0,1,0,1
7713,0,1,0,1
7714,0,1,0,0
7715,0,1,0,0
7716,0,1,0,0
7717,0,1,0,0
7718,0,1,0,0
7719,0,1,0,0
7720,0,1,0,0
7721,0,1,0,0
7722,0,1,0,0
7723,0,1,0,0
7724,0,1,0,0
7725,0,1,0,0
7726,0,1,0,0
7727,0,1,0,0
7728,0,1,0,0
7729,0,1,0,0
7730,0,1,0,0
7731,0,1,0,0
7732,0,1,0,0
7733,0,1,0,0
7734,0,1,0,0
7735,0,1,0,0
7736,0,1,0,0
7754,0,1,0,0
7755,0,1,0,0
7756,0,1,0,0
7757,0,1,0,0
7766,0,0,0,1
7767,0,0,0,1
7768,0,0,0,1
7769,0,0,0,1
7770,0,0,0,1
7771,0,0,0,1
7774,0,0,0,1
7775,0,0,0,1
7776,0,0,0,1
7777,0,0,0,1
7778,0,0,0,1
7779,0,0,0,1
7780,0,0,0,1
7781,0,0,0,1
7782,0,0,0,1
7783,0,0,0,1
7784,0,0,0,1
7785,0,0,0,1
7786,0,0,0,1
7787,0,0,0,1
7788,0,0,0,1
7789,0,0,0,1
7790,0,0,0,1
7791,0,0,0,1
7792,0,0,0,1
7793,0,0,0,1
7794,0,0,0,1
7795,0,0,0,1
7796,0,0,0,1
7797,0,0,0,1
7818,0,1,0,0
7819,0,1,0,0
7820,0,1,0,0
7835,0,1,0,0
7836,0,1,0,0
7837,0,1,0,0
7838,0,1,0,0
7839,0,1,0,0
7840,0,1,0,0
7848,0,1,0,0
7849,0,1,0,0
7850,0,1,0,0
7851,0,1,0,0
7852,0,1,0,0
7853,0,1,0,0
7854,0,1,0,0
7855,0,1,0,0
7856,0,1,0,0
7913,1,0,0,0
7914,1,0,0,0
7915,1,0,0,0
7916,1,0,0,0
7917,1,0,0,0
7918,1,0,0,0
7919,1,0,0,0
9890,0,0,1,0
9891,0,0,1,0
9892,0,0,1,0
9893,0,0,1,0
9894,0,0,1,0
9895,0,0,1,0
9896,0,0,1,0
9897,0,0,1,0
9898,0,0,1,0
9899,0,0,1,0
9900,0,0,1,0
9901,0,0,1,0
9902,0,0,1,0
9903,0,0,1,0
9904,0,0,1,0
9905,0,0,1,0
9906,0,0,1,0
