scorer,,,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David
labeled-data,E2_front,img05508.png,329.0454135013616,401.3347176064093,,,626.3652482,396.6438659238657,307.60556252504824,308.0525474938121,270.7440643552463,318.2082663773289,265.8542737817011,410.3620118018338,222.22229635622128,422.77455710391,218.0847812555292,266.3012587504649,152.63681511730942,300.1536550288545,587.0108460901786,448.0536078313232,578.6482694,119.6798392,323.11514232649074,466.0465846532098,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,,,777.6991949809646,393.16015740536847,,,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img05814.png,656.9441742306273,436.9148706508325,,,527.1519926865899,422.6270389674608,615.5057883417237,328.8011871662497,575.6252365,344.6910945371826,,,,,518.2033439,310.89834216722915,388.2799646084568,397.20234886817855,572.0243370921936,118.34356740695388,,,324.8525963806551,463.44040357196326,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,645.6698233290074,394.71544428132586,777.6991949809646,393.16015740536847,660.0196426249657,421.3148168475757,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,,,891.3605037963387,531.7219524819687
labeled-data,E2_front,img05875.png,,,,,680.7322473723013,364.4658012687963,561.6720291273418,347.51222819604567,509.81960245782784,353.6577009865066,,,497.1445648275022,486.1694580308202,474.0990418632738,306.0302868604345,364.6328077831886,424.3306380768072,572.0243370921936,118.34356740695388,,,323.9838693535729,463.44040357196326,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,,,779.9560213995239,393.16015740536847,660.0196426249657,421.3148168475757,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img05905.png,688.4307253822476,393.1493464380156,,,,,618.1701223728345,300.6479770083567,654.0586318236858,325.92157521318154,,,648.7986132876763,412.37256029268815,540.8471058908818,312.3199338820385,406.56593398660334,446.9772435227436,572.0243370921936,118.34356740695388,,,325.72132340773726,463.44040357196326,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,645.6698233290074,394.71544428132586,,,,,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img06197.png,,,,,,,729.6054470085254,190.16983092291983,803.3511204940564,200.9244083062265,,,,,738.0554720954091,258.53822157757713,696.1894387,409.8704890426774,597.4355704151645,431.5477943,582.9919045826767,119.6798392,329.1962315160659,463.44040357196326,743.9816971995568,444.0269285799278,,,,,,,660.0196426249657,421.3148168475757,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img06252.png,,,767.8016796372127,373.8232838914465,732.7596608,377.8665937576488,,,,,,,,,,,749.5063652619608,318.06500452098885,597.4355704151645,435.0227024250907,582.9919045826767,119.6798392,329.1962315160659,463.44040357196326,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,645.6698233290074,394.71544428132586,777.6991949809646,393.16015740536847,660.0196426249657,421.3148168475757,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img06464.png,761.8547186642326,392.9456631791443,,,738.7875207045654,385.2808879,778.8708576567858,309.7100917215945,723.9271799458909,315.0404485144426,,,,,729.2124259224234,250.5437529745146,667.5258371484692,271.2313284779749,599.1730244693289,434.1539753980085,582.9919045826767,119.6798392,329.1962315160659,463.44040357196326,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,645.6698233290074,394.71544428132586,777.6991949809646,393.16015740536847,660.0196426249657,421.3148168475757,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img07145.png,,,,,805.3782987291131,422.3170781122273,772.6684426801207,311.34117408866626,716.0555827013131,309.0665503,,,,,718.8012804974344,259.2466903578601,,,596.5668433880824,433.2852483709264,582.9919045826767,119.6798392,329.1962315160659,463.44040357196326,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,,,,,,,,,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img07656.png,,,,,894.5333313671522,481.2744479144694,,,792.8291457300237,341.4972398017628,,,763.2540579259305,450.1952897830404,721.0039324915117,295.40619387330594,552.0034307538363,398.3428631135263,583.5359379818499,430.67906728967984,577.7795424201838,120.54856619797415,311.8216909744226,465.1778576261276,,,,,,,,,,,,,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img07681.png,904.9840241559356,527.3977917132057,,,,,894.9976308714365,381.0587209,862.3498066721129,404.8724279533911,,,846.6020326465568,517.7954904781105,803.1996310639265,327.2858339738219,608.0808699667922,378.75416859393215,587.8795731172606,432.4165213438442,576.0420883660195,117.07365808964548,313.5591450285869,462.5716765448811,,,,,645.4223213598748,394.2204403430607,779.8611278012003,393.16015740536847,659.7721406558331,420.5723109,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img08330.png,,,,,488.0348105,357.6493596411235,49.861517449908575,356.32620908009824,123.25392290760392,356.7997084701479,,,,,119.93942717725632,372.4251883417862,185.7558423941573,498.3760260949924,587.0108460901786,433.2852483709264,580.3857235014303,119.6798392,311.8216909744226,464.3091305990454,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,645.4223213598748,394.2204403430607,779.8611278012003,393.16015740536847,659.7721406558331,420.5723109,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img11544.png,495.7048503960007,394.0743200123786,767.6097766948076,375.0422539515736,730.4066147509662,376.1472984,508.7906564661808,300.2927098427549,448.03512828320186,307.1471796890397,,,,,447.1004278496175,246.0800942031305,348.9568823232671,298.11175167265594,586.1421190630963,430.67906728967984,582.9919045826767,119.6798392,313.5591450285869,464.30913059904543,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,645.4223213598748,394.2204403430607,,,659.7721406558331,420.5723109,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img12354.png,749.2397060786311,420.6852741344917,,,301.6769522567048,373.4386098937632,779.8207599064691,307.9650261409729,703.9999652919946,311.2505939076002,770.2167925886357,420.6852741344917,706.0218531483806,403.4992273552108,725.1740418487022,254.8370240855085,,,587.0108460901785,433.2852483709264,582.9919045826767,119.6798392,310.9529639473404,464.30913059904543,743.9816971995568,444.0269285799278,,,645.4223213598748,394.2204403430607,779.8611278012003,393.16015740536847,659.7721406558331,420.5723109,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img12589.png,323.3993709540199,402.61224710523487,,,524.6673444868981,286.14803987607985,232.42186208514903,326.27837836251786,258.2819074143144,340.2988848662822,306.7358969721949,429.0409005592487,311.6177281780052,445.21196642849486,161.78311557960174,350.3298124414839,41.70162257274722,514.9814301533365,587.0108460901786,429.81034026259766,580.3857235014302,118.81111214380984,312.6904180015047,465.1778576261276,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,645.4223213598748,394.2204403430607,779.8611278012003,393.16015740536847,659.7721406558331,420.5723109,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img14091.png,549.6237836082548,305.4232055301883,,,597.9308701,329.7054673302956,,,490.8767437302861,243.8477460474592,,,,,453.8260743132453,219.6452926379406,381.2187140846896,310.4791918539116,571.3737596026996,117.93733754010012,,,310.08423692025826,466.0465846532098,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,645.4223213598748,394.2204403430607,779.8611278012003,393.16015740536847,659.7721406558331,420.5723109,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img14314.png,,,,,594.8622996393742,333.2062940243244,632.9784755,273.28674300328123,606.4335183140513,271.7611707514656,,,,,502.6946051905852,231.4860633035317,403.8375232729293,338.2761209306291,571.3737596026996,117.93733754010012,,,310.95296394734044,463.44040357196326,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,645.4223213598748,394.2204403430607,779.8611278012003,393.16015740536847,659.7721406558331,420.5723109,802.7091937,419.4696933423591,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img14320.png,,,319.4044032064741,433.3437108267017,,,626.6832641,270.98815971252674,600.2005534106415,269.99815183599634,,,,,501.102118496345,229.9946188450887,401.8538288741754,335.4304576955732,571.3737596026996,117.93733754010012,,,310.95296394734044,464.3091305990454,743.9816971995568,444.0269285799278,726.4622198,412.77596883665103,644.1848115142119,391.7454206517347,778.6236179555374,390.6851377140425,660.0196426249659,417.84978927971946,801.4716838493881,416.74717168190057,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img16821.png,304.9630849912757,453.35305090153554,,,705.2126858869433,304.41796454220065,355.6120837515562,398.7375642865343,391.0053599936799,361.2084868918686,374.5494315616708,517.9253929158758,,,488.980284971597,361.71819619756377,622.4829472831777,461.61814758718185,581.7984839276855,120.5435186213466,,,293.57842340569715,465.1778576261276,,,719.5124035510627,408.4323337012402,,,777.3861081098743,391.9226475597055,,,800.234174,418.2321834966961,370.3906784503852,537.3063084197082,,,891.3605037963387,531.7219524819687
labeled-data,E2_front,img18409.png,,,,,,,636.1056679272165,265.45097724189674,692.4129132559103,276.3491537571278,,,713.3010849101033,384.8768212924299,587.5179642968113,296.78322779431204,616.5797683374275,521.1040277328183,581.7984839276854,120.54351862134666,,,179.7751828579334,468.6527657344562,711.8387971975168,420.5712988487093,749.0491224718563,414.5134228908154,649.3823528659963,400.9029935096406,,,663.7321721619546,427.2548641,808.6492409542333,426.89475241633687,,,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
labeled-data,E2_front,img19315.png,722.3828986727958,371.70819133652566,,,,,754.1692468422198,279.9818723333308,795.9455901506055,267.72142375369583,735.5515286,388.9636374856415,,,847.2578379098185,270.90005857063824,893.5750880995506,452.990424512624,581.7984839276855,118.80606456718232,,,154.58209907255056,467.7840387073741,499.0006756,486.5945529069539,731.6745819,422.3319661345549,,,,,,,,,370.3906784503852,537.3063084197082,358.6395998,403.7940474078202,891.3605037963387,531.7219524819687
